,X,dataCard,monthYear,day,inches,maxTemp,minTemp,date,sawAvalanche
29439,277401,WA804,1215,5,4.7,31,29,12/5/15,NA
29440,277402,WA804,1215,6,5.8,33,30,12/6/15,NA
29441,277403,WA804,1215,7,6.6,40,31,12/7/15,NA
29442,277404,WA804,1215,8,7.5,44,37,12/8/15,NA
29443,277405,WA804,1215,9,6.5,41,32,12/9/15,NA
29444,277406,WA804,1215,10,6.4,32,29,12/10/15,NA
29445,277407,WA804,1215,11,8,30,29,12/11/15,NA
29446,277408,WA804,1215,12,9,31,28,12/12/15,NA
29447,277409,WA804,1215,13,10.8,32,27,12/13/15,Yes
29448,277410,WA804,1215,14,11.7,32,23,12/14/15,NA
29449,277411,WA804,1215,15,11.7,29,24,12/15/15,NA
29450,277412,WA804,1215,16,11.8,32,23,12/16/15,NA
29451,277413,WA804,1215,17,12.1,28,22,12/17/15,NA
29452,277414,WA804,1215,18,14.7,32,26,12/18/15,NA
29453,277415,WA804,1215,19,15.4,32,27,12/19/15,NA
29454,277416,WA804,1215,20,15.7,32,26,12/20/15,NA
29455,277417,WA804,1215,21,16.7,31,26,12/21/15,NA
29456,277418,WA804,1215,22,19.9,31,25,12/22/15,NA
29457,277419,WA804,1215,23,20.7,28,24,12/23/15,NA
29458,277420,WA804,1215,24,23.2,31,21,12/24/15,NA
29459,277421,WA804,1215,25,23.4,28,17,12/25/15,NA
29460,277422,WA804,1215,26,23.3,24,17,12/26/15,NA
29461,277423,WA804,1215,27,23.5,23,20,12/27/15,NA
29462,277424,WA804,1215,28,23.9,30,21,12/28/15,NA
29463,277425,WA804,1215,29,24,24,20,12/29/15,NA
29464,277426,WA804,1215,30,24.2,22,17,12/30/15,NA
29465,277427,WA804,1215,31,24.2,17,13,12/31/15,NA
29466,277428,WA804,116,1,23.8,16,10,1/1/16,NA
29467,277429,WA804,116,2,23.9,15,9,1/2/16,NA
29468,277430,WA804,116,3,23.9,20,9,1/3/16,NA
29469,277431,WA804,116,4,24.8,29,20,1/4/16,NA
29470,277432,WA804,116,5,25.2,30,26,1/5/16,NA
29471,277433,WA804,116,6,25.5,32,26,1/6/16,NA
29472,277434,WA804,116,7,25.5,32,28,1/7/16,NA
29473,277435,WA804,116,8,25.7,37,26,1/8/16,NA
29474,277436,WA804,116,9,25.8,28,23,1/9/16,NA
29475,277437,WA804,116,10,25.9,27,24,1/10/16,Yes
29476,277438,WA804,116,11,25.9,32,23,1/11/16,NA
29477,277439,WA804,116,12,26.6,32,28,1/12/16,NA
29478,277440,WA804,116,13,28,33,29,1/13/16,NA
29479,277441,WA804,116,14,28.6,30,26,1/14/16,NA
29480,277442,WA804,116,15,28.9,34,28,1/15/16,NA
29481,277443,WA804,116,16,29.3,32,29,1/16/16,NA
29482,277444,WA804,116,17,30.8,32,30,1/17/16,NA
29483,277445,WA804,116,18,31.9,33,30,1/18/16,NA
29484,277446,WA804,116,19,32.6,32,29,1/19/16,NA
29485,277447,WA804,116,20,33.9,33,29,1/20/16,NA
29486,277448,WA804,116,21,35.2,34,30,1/21/16,NA
29487,277449,WA804,116,22,36.6,37,31,1/22/16,NA
29488,277450,WA804,116,23,36.7,34,31,1/23/16,NA
29489,277451,WA804,116,24,37.1,36,27,1/24/16,NA
29490,277452,WA804,116,25,37.1,36,28,1/25/16,NA
29491,277453,WA804,116,26,37,40,32,1/26/16,NA
29492,277454,WA804,116,27,37.7,43,34,1/27/16,NA
29493,277455,WA804,116,28,37.7,40,32,1/28/16,NA
29494,277456,WA804,116,29,38.6,32,27,1/29/16,NA
29495,277457,WA804,116,30,39.3,32,25,1/30/16,Yes
29496,277458,WA804,116,31,39.3,32,24,1/31/16,NA
29497,277459,WA804,216,1,39.1,32,24,2/1/16,NA
29498,277460,WA804,216,2,39.1,33,20,2/2/16,Yes
29499,277461,WA804,216,3,38.8,30,26,2/3/16,NA
29500,277462,WA804,216,4,39.5,33,30,2/4/16,NA
29501,277463,WA804,216,5,40.5,36,31,2/5/16,NA
29502,277464,WA804,216,6,41,34,27,2/6/16,NA
29503,277465,WA804,216,7,41.1,40,29,2/7/16,NA
29504,277466,WA804,216,8,41,45,33,2/8/16,NA
29505,277467,WA804,216,9,41.1,45,34,2/9/16,NA
29506,277468,WA804,216,10,41,44,36,2/10/16,NA
29507,277469,WA804,216,11,40.9,40,35,2/11/16,NA
29508,277470,WA804,216,12,41.5,41,32,2/12/16,NA
29509,277471,WA804,216,13,41.4,34,31,2/13/16,NA
29510,277472,WA804,216,14,42.2,38,32,2/14/16,NA
29511,277473,WA804,216,15,43.5,38,35,2/15/16,NA
29512,277474,WA804,216,16,42.6,40,34,2/16/16,NA
29513,277475,WA804,216,17,42.2,43,31,2/17/16,NA
29514,277476,WA804,216,18,42.1,33,30,2/18/16,NA
29515,277477,WA804,216,19,42.2,34,28,2/19/16,NA
29516,277478,WA804,216,20,43.5,39,27,2/20/16,NA
29517,277479,WA804,216,21,44.1,35,26,2/21/16,NA
29518,277480,WA804,216,22,44.1,37,26,2/22/16,NA
29519,277481,WA804,216,23,44.3,35,26,2/23/16,NA
29520,277482,WA804,216,24,44.2,41,29,2/24/16,Yes
29521,277483,WA804,216,25,44.1,43,31,2/25/16,NA
29522,277484,WA804,216,26,44,46,34,2/26/16,NA
29523,277485,WA804,216,27,44.6,38,31,2/27/16,NA
29524,277486,WA804,216,28,44.9,34,29,2/28/16,NA
29525,277487,WA804,216,29,45,36,27,2/29/16,NA
34963,282925,WA817,1114,20,0.1,41,35,11/20/14,NA
34965,282927,WA817,1114,22,1.1,35,31,11/22/14,NA
34966,282928,WA817,1114,23,1.6,34,29,11/23/14,NA
34967,282929,WA817,1114,24,2.6,36,27,11/24/14,NA
34968,282930,WA817,1114,25,2.9,35,34,11/25/14,NA
34969,282931,WA817,1114,26,5,44,34,11/26/14,NA
34970,282932,WA817,1114,27,4.8,40,36,11/27/14,NA
34971,282933,WA817,1114,28,4.6,37,24,11/28/14,NA
34972,282934,WA817,1114,29,5.3,24,-4,11/29/14,NA
34973,282935,WA817,1114,30,5.3,28,-3,11/30/14,NA
34974,282936,WA817,1214,1,5.3,27,10,12/1/14,NA
34975,282937,WA817,1214,2,5.2,27,10,12/2/14,NA
34976,282938,WA817,1214,3,5.3,33,15,12/3/14,NA
34977,282939,WA817,1214,4,5.3,36,29,12/4/14,NA
34978,282940,WA817,1214,5,5.4,39,34,12/5/14,No
34979,282941,WA817,1214,6,5.6,39,33,12/6/14,NA
34980,282942,WA817,1214,7,5.6,41,31,12/7/14,NA
34981,282943,WA817,1214,8,5.6,41,35,12/8/14,NA
34982,282944,WA817,1214,9,5.9,47,33,12/9/14,NA
34983,282945,WA817,1214,10,5.7,43,36,12/10/14,NA
34984,282946,WA817,1214,11,5.7,41,33,12/11/14,NA
34985,282947,WA817,1214,12,5.7,40,32,12/12/14,NA
34986,282948,WA817,1214,13,5.6,37,22,12/13/14,NA
34987,282949,WA817,1214,14,5.9,34,21,12/14/14,NA
34988,282950,WA817,1214,15,5.4,35,31,12/15/14,NA
34989,282951,WA817,1214,16,5.3,35,30,12/16/14,NA
34990,282952,WA817,1214,17,5.5,36,31,12/17/14,NA
34991,282953,WA817,1214,18,5.5,36,31,12/18/14,NA
34992,282954,WA817,1214,19,5.9,35,29,12/19/14,Yes
34993,282955,WA817,1214,20,6.2,38,31,12/20/14,NA
34994,282956,WA817,1214,21,7.4,40,33,12/21/14,NA
34995,282957,WA817,1214,22,8.3,35,27,12/22/14,NA
34996,282958,WA817,1214,23,8.3,35,29,12/23/14,NA
34997,282959,WA817,1214,24,8.9,34,26,12/24/14,NA
34998,282960,WA817,1214,25,8.9,33,15,12/25/14,NA
34999,282961,WA817,1214,26,8.8,30,15,12/26/14,NA
35000,282962,WA817,1214,27,8.9,32,22,12/27/14,NA
35001,282963,WA817,1214,28,9.6,33,23,12/28/14,Yes
35002,282964,WA817,1214,29,9.7,23,6,12/29/14,Yes
35003,282965,WA817,1214,30,9.6,17,-2,12/30/14,NA
35004,282966,WA817,1214,31,9.6,29,9,12/31/14,NA
35005,282967,WA817,115,1,9.7,34,17,1/1/15,Yes
35006,282968,WA817,115,2,9.8,35,24,1/2/15,NA
35007,282969,WA817,115,3,9.9,33,20,1/3/15,NA
35008,282970,WA817,115,4,10,39,25,1/4/15,Yes
35009,282971,WA817,115,5,10.5,46,34,1/5/15,NA
35010,282972,WA817,115,6,10.2,46,31,1/6/15,NA
35011,282973,WA817,115,7,10.2,39,28,1/7/15,NA
35012,282974,WA817,115,8,10.2,39,27,1/8/15,Yes
35013,282975,WA817,115,9,10.2,41,29,1/9/15,NA
35014,282976,WA817,115,10,10.3,38,31,1/10/15,NA
35015,282977,WA817,115,11,10.4,38,33,1/11/15,Yes
35016,282978,WA817,115,12,10.4,39,23,1/12/15,NA
35017,282979,WA817,115,13,10.5,32,22,1/13/15,NA
35018,282980,WA817,115,14,10.6,43,22,1/14/15,NA
35019,282981,WA817,115,15,10.7,41,24,1/15/15,NA
35020,282982,WA817,115,16,11,36,22,1/16/15,NA
35021,282983,WA817,115,17,11.1,36,21,1/17/15,NA
35022,282984,WA817,115,18,12.1,39,30,1/18/15,NA
35023,282985,WA817,115,19,12.9,38,23,1/19/15,NA
35024,282986,WA817,115,20,13.7,31,15,1/20/15,Yes
35025,282987,WA817,115,21,13.6,34,16,1/21/15,NA
35026,282988,WA817,115,22,13.7,38,30,1/22/15,NA
35027,282989,WA817,115,23,13.8,46,34,1/23/15,NA
35028,282990,WA817,115,24,14,43,35,1/24/15,NA
35029,282991,WA817,115,25,13.4,46,33,1/25/15,NA
35030,282992,WA817,115,26,13.2,52,32,1/26/15,NA
35031,282993,WA817,115,27,13.3,43,30,1/27/15,NA
35032,282994,WA817,115,28,13.3,40,24,1/28/15,NA
35033,282995,WA817,115,29,13.4,43,23,1/29/15,NA
35034,282996,WA817,115,30,13.3,41,24,1/30/15,NA
35035,282997,WA817,115,31,13.4,43,23,1/31/15,NA
35036,282998,WA817,215,1,13.3,36,29,2/1/15,NA
35037,282999,WA817,215,2,13.7,37,25,2/2/15,NA
35038,283000,WA817,215,3,14.2,38,30,2/3/15,NA
35039,283001,WA817,215,4,14.4,36,28,2/4/15,NA
35040,283002,WA817,215,5,14.6,38,33,2/5/15,Yes
35041,283003,WA817,215,6,15.1,39,35,2/6/15,NA
35042,283004,WA817,215,7,15,39,35,2/7/15,NA
35043,283005,WA817,215,8,15,42,33,2/8/15,NA
35044,283006,WA817,215,9,15.1,44,34,2/9/15,NA
35045,283007,WA817,215,10,15,45,33,2/10/15,NA
35046,283008,WA817,215,11,15,46,33,2/11/15,NA
35047,283009,WA817,215,12,14.8,47,32,2/12/15,NA
35048,283010,WA817,215,13,14.8,54,34,2/13/15,NA
35049,283011,WA817,215,14,14.6,44,30,2/14/15,NA
35050,283012,WA817,215,15,14.6,44,26,2/15/15,NA
35051,283013,WA817,215,16,14.6,42,22,2/16/15,NA
35052,283014,WA817,215,17,14.6,47,23,2/17/15,NA
35053,283015,WA817,215,18,14.6,50,28,2/18/15,NA
35054,283016,WA817,215,19,14.6,40,28,2/19/15,NA
35055,283017,WA817,215,20,14.6,42,31,2/20/15,NA
35056,283018,WA817,215,21,14.6,40,22,2/21/15,NA
35057,283019,WA817,215,22,14.6,43,19,2/22/15,NA
35058,283020,WA817,215,23,14.6,52,21,2/23/15,NA
35059,283021,WA817,215,24,14.6,47,26,2/24/15,NA
35060,283022,WA817,215,25,14.6,39,21,2/25/15,NA
35061,283023,WA817,215,26,14.6,45,31,2/26/15,NA
35062,283024,WA817,215,27,14.5,36,28,2/27/15,NA
35063,283025,WA817,215,28,14.9,40,18,2/28/15,NA
35064,283026,WA817,315,1,15.1,42,18,3/1/15,NA
35065,283027,WA817,315,2,15.1,37,18,3/2/15,NA
35066,283028,WA817,315,3,15.1,39,11,3/3/15,NA
35067,283029,WA817,315,4,15.1,46,12,3/4/15,NA
35068,283030,WA817,315,5,15.1,47,21,3/5/15,NA
35069,283031,WA817,315,6,15.1,52,26,3/6/15,NA
35070,283032,WA817,315,7,15.1,53,26,3/7/15,NA
35071,283033,WA817,315,8,15.1,55,26,3/8/15,NA
35072,283034,WA817,315,9,15.1,53,28,3/9/15,No
35073,283035,WA817,315,10,15.1,57,26,3/10/15,NA
35074,283036,WA817,315,11,14.8,47,35,3/11/15,NA
35075,283037,WA817,315,12,14.9,46,31,3/12/15,NA
35076,283038,WA817,315,13,14.5,52,30,3/13/15,NA
35077,283039,WA817,315,14,14.3,42,33,3/14/15,NA
35078,283040,WA817,315,15,14.1,35,33,3/15/15,NA
35079,283041,WA817,315,16,15.8,40,29,3/16/15,NA
35080,283042,WA817,315,17,15.9,43,28,3/17/15,NA
35081,283043,WA817,315,18,15.9,47,31,3/18/15,NA
35082,283044,WA817,315,19,15.8,43,32,3/19/15,NA
35083,283045,WA817,315,20,16,46,35,3/20/15,NA
35084,283046,WA817,315,21,15.9,40,33,3/21/15,NA
35085,283047,WA817,315,22,16.1,40,27,3/22/15,NA
35086,283048,WA817,315,23,16,42,29,3/23/15,NA
35087,283049,WA817,315,24,16,42,31,3/24/15,NA
35088,283050,WA817,315,25,16,46,32,3/25/15,NA
35089,283051,WA817,315,26,16.1,56,34,3/26/15,NA
35090,283052,WA817,315,27,15.7,58,32,3/27/15,NA
35091,283053,WA817,315,28,15.6,45,34,3/28/15,NA
35092,283054,WA817,315,29,15.3,49,35,3/29/15,NA
35093,283055,WA817,315,30,15,55,36,3/30/15,NA
35094,283056,WA817,315,31,14.4,44,30,3/31/15,NA
35095,283057,WA817,415,1,14.5,43,30,4/1/15,NA
35096,283058,WA817,415,2,14.5,43,27,4/2/15,NA
35097,283059,WA817,415,3,14.4,43,26,4/3/15,NA
35098,283060,WA817,415,4,14.3,43,25,4/4/15,NA
35099,283061,WA817,415,5,14.4,44,22,4/5/15,NA
35100,283062,WA817,415,6,14.3,41,27,4/6/15,NA
35101,283063,WA817,415,7,14.1,40,28,4/7/15,NA
35102,283064,WA817,415,8,14.1,51,27,4/8/15,Yes
35103,283065,WA817,415,9,13.8,52,27,4/9/15,NA
35104,283066,WA817,415,10,13.5,48,33,4/10/15,NA
35105,283067,WA817,415,11,13.6,35,28,4/11/15,Yes
35106,283068,WA817,415,12,13.8,39,27,4/12/15,NA
35107,283069,WA817,415,13,13.9,40,30,4/13/15,NA
35108,283070,WA817,415,14,14.1,37,28,4/14/15,NA
35109,283071,WA817,415,15,14.1,45,22,4/15/15,NA
35110,283072,WA817,415,16,14.1,56,26,4/16/15,NA
35111,283073,WA817,415,17,13.8,59,30,4/17/15,NA
35112,283074,WA817,415,18,13.3,58,29,4/18/15,NA
35113,283075,WA817,415,19,12.9,61,30,4/19/15,NA
35114,283076,WA817,415,20,12.5,62,31,4/20/15,NA
35115,283077,WA817,415,21,12,59,32,4/21/15,NA
35116,283078,WA817,415,22,10.8,44,29,4/22/15,NA
35117,283079,WA817,415,23,10.5,44,31,4/23/15,NA
35118,283080,WA817,415,24,10.5,41,29,4/24/15,NA
35119,283081,WA817,415,25,10.5,43,30,4/25/15,NA
35120,283082,WA817,415,26,10.4,51,27,4/26/15,No
35121,283083,WA817,415,27,10,55,34,4/27/15,NA
35122,283084,WA817,415,28,9.4,54,37,4/28/15,NA
35123,283085,WA817,415,29,8.8,46,33,4/29/15,NA
35124,283086,WA817,415,30,8.2,49,35,4/30/15,NA
35125,283087,WA817,515,1,7.6,54,31,5/1/15,NA
35126,283088,WA817,515,2,7.1,54,29,5/2/15,NA
35127,283089,WA817,515,3,6.7,58,28,5/3/15,NA
35128,283090,WA817,515,4,5.9,60,33,5/4/15,NA
35129,283091,WA817,515,5,4.9,42,30,5/5/15,NA
35130,283092,WA817,515,6,4.9,45,30,5/6/15,NA
35131,283093,WA817,515,7,4.5,56,29,5/7/15,NA
35132,283094,WA817,515,8,3.9,60,32,5/8/15,NA
35133,283095,WA817,515,9,3.1,63,31,5/9/15,NA
35134,283096,WA817,515,10,2.4,62,35,5/10/15,NA
35135,283097,WA817,515,11,1.6,58,36,5/11/15,NA
35136,283098,WA817,515,12,0.6,54,35,5/12/15,NA
35137,283099,WA817,515,13,0.1,46,39,5/13/15,NA
35310,283272,WA817,1115,2,0.7,40,32,11/2/15,NA
35311,283273,WA817,1115,3,0.7,36,27,11/3/15,NA
35312,283274,WA817,1115,4,0.6,40,24,11/4/15,NA
35313,283275,WA817,1115,5,0.7,37,29,11/5/15,NA
35314,283276,WA817,1115,6,0.8,40,28,11/6/15,NA
35315,283277,WA817,1115,7,0.9,41,36,11/7/15,NA
35316,283278,WA817,1115,8,0.8,41,33,11/8/15,NA
35317,283279,WA817,1115,9,0.6,34,27,11/9/15,NA
35318,283280,WA817,1115,10,0.7,40,23,11/10/15,NA
35319,283281,WA817,1115,11,0.8,36,28,11/11/15,NA
35320,283282,WA817,1115,12,1.4,38,29,11/12/15,NA
35321,283283,WA817,1115,13,1.9,39,34,11/13/15,NA
35322,283284,WA817,1115,14,1.8,36,34,11/14/15,NA
35323,283285,WA817,1115,15,2.6,38,26,11/15/15,Yes
35324,283286,WA817,1115,16,2.9,36,21,11/16/15,NA
35325,283287,WA817,1115,17,3.6,42,29,11/17/15,NA
35326,283288,WA817,1115,18,4,32,27,11/18/15,NA
35327,283289,WA817,1115,19,4.2,35,17,11/19/15,NA
35328,283290,WA817,1115,20,4.1,29,14,11/20/15,NA
35329,283291,WA817,1115,21,4.1,33,17,11/21/15,NA
35330,283292,WA817,1115,22,4.2,36,24,11/22/15,NA
35331,283293,WA817,1115,23,4.1,36,32,11/23/15,NA
35332,283294,WA817,1115,24,4.4,32,13,11/24/15,NA
35333,283295,WA817,1115,25,4.3,26,9,11/25/15,NA
35334,283296,WA817,1115,26,4.3,28,13,11/26/15,NA
35335,283297,WA817,1115,27,4.2,28,14,11/27/15,NA
35336,283298,WA817,1115,28,4.2,30,15,11/28/15,NA
35337,283299,WA817,1115,29,4.3,31,17,11/29/15,Yes
35338,283300,WA817,1115,30,4.2,31,17,11/30/15,NA
35339,283301,WA817,1215,1,4.2,37,27,12/1/15,NA
35340,283302,WA817,1215,2,4.4,38,28,12/2/15,NA
35341,283303,WA817,1215,3,4.5,33,29,12/3/15,NA
35342,283304,WA817,1215,4,6.1,34,29,12/4/15,NA
35343,283305,WA817,1215,5,6.2,31,28,12/5/15,NA
35344,283306,WA817,1215,6,7.7,34,31,12/6/15,Yes
35345,283307,WA817,1215,7,8.8,35,34,12/7/15,NA
35346,283308,WA817,1215,8,9.4,39,34,12/8/15,NA
35347,283309,WA817,1215,9,10.1,36,29,12/9/15,NA
35348,283310,WA817,1215,10,10.6,34,29,12/10/15,NA
35349,283311,WA817,1215,11,11.3,34,24,12/11/15,NA
35350,283312,WA817,1215,12,11.2,31,24,12/12/15,Yes
35351,283312,WA817,1215,12,11.2,31,24,12/12/15,Yes
35352,283313,WA817,1215,13,12.3,33,29,12/13/15,NA
35353,283314,WA817,1215,14,12.7,32,26,12/14/15,NA
35354,283315,WA817,1215,15,12.7,33,21,12/15/15,NA
35355,283316,WA817,1215,16,12.8,28,7,12/16/15,NA
35356,283317,WA817,1215,17,12.9,26,14,12/17/15,NA
35357,283318,WA817,1215,18,13.7,31,23,12/18/15,NA
35358,283319,WA817,1215,19,14.8,29,15,12/19/15,Yes
35359,283320,WA817,1215,20,14.7,29,23,12/20/15,NA
35360,283321,WA817,1215,21,15.5,29,25,12/21/15,NA
35361,283322,WA817,1215,22,15.7,30,24,12/22/15,NA
35362,283323,WA817,1215,23,15.9,29,25,12/23/15,NA
35363,283324,WA817,1215,24,16.3,31,20,12/24/15,Yes
35364,283325,WA817,1215,25,16.3,27,9,12/25/15,NA
35365,283326,WA817,1215,26,16.2,27,7,12/26/15,Yes
35366,283327,WA817,1215,27,16.3,25,21,12/27/15,Yes
35367,283327,WA817,1215,27,16.3,25,21,12/27/15,Yes
35368,283327,WA817,1215,27,16.3,25,21,12/27/15,Yes
35369,283328,WA817,1215,28,16.4,29,22,12/28/15,NA
35370,283329,WA817,1215,29,16.4,24,19,12/29/15,NA
35371,283330,WA817,1215,30,16.4,19,4,12/30/15,NA
35372,283331,WA817,1215,31,16.2,19,4,12/31/15,NA
35373,283332,WA817,116,1,16.2,23,9,1/1/16,NA
35374,283333,WA817,116,2,16.2,27,12,1/2/16,NA
35375,283334,WA817,116,3,16.3,28,19,1/3/16,NA
35376,283335,WA817,116,4,16.4,33,26,1/4/16,NA
35377,283336,WA817,116,5,16.5,37,32,1/5/16,NA
35378,283337,WA817,116,6,16.5,41,25,1/6/16,NA
35379,283338,WA817,116,7,16.3,35,22,1/7/16,NA
35380,283339,WA817,116,8,16.3,36,29,1/8/16,NA
35381,283340,WA817,116,9,16.3,34,15,1/9/16,NA
35382,283341,WA817,116,10,16.2,28,11,1/10/16,NA
35383,283342,WA817,116,11,16.3,33,12,1/11/16,NA
35384,283343,WA817,116,12,16.6,35,27,1/12/16,NA
35385,283344,WA817,116,13,17.2,36,28,1/13/16,Yes
35386,283344,WA817,116,13,17.2,36,28,1/13/16,Yes
35387,283344,WA817,116,13,17.2,36,28,1/13/16,Yes
35388,283345,WA817,116,14,17.5,31,15,1/14/16,NA
35389,283346,WA817,116,15,17.3,31,11,1/15/16,Yes
35390,283347,WA817,116,16,17.4,34,26,1/16/16,NA
35391,283348,WA817,116,17,18.2,35,29,1/17/16,NA
35392,283349,WA817,116,18,18.6,36,29,1/18/16,NA
35393,283350,WA817,116,19,18.8,35,25,1/19/16,NA
35394,283351,WA817,116,20,18.9,38,28,1/20/16,NA
35395,283352,WA817,116,21,19.2,34,31,1/21/16,NA
35396,283353,WA817,116,22,21.4,37,31,1/22/16,NA
35397,283354,WA817,116,23,21.8,35,29,1/23/16,NA
35398,283355,WA817,116,24,22.3,36,17,1/24/16,NA
35399,283356,WA817,116,25,22.2,33,13,1/25/16,NA
35400,283357,WA817,116,26,22.3,40,22,1/26/16,NA
35401,283358,WA817,116,27,22.5,40,34,1/27/16,NA
35402,283359,WA817,116,28,23,37,31,1/28/16,NA
35403,283360,WA817,116,29,22.5,32,28,1/29/16,NA
35404,283361,WA817,116,30,23.2,33,26,1/30/16,NA
35405,283362,WA817,116,31,23.7,35,24,1/31/16,Yes
35406,283362,WA817,116,31,23.7,35,24,1/31/16,Yes
35407,283363,WA817,216,1,23.8,34,17,2/1/16,NA
35408,283364,WA817,216,2,24,34,11,2/2/16,NA
35409,283365,WA817,216,3,24,33,14,2/3/16,NA
35410,283366,WA817,216,4,24.3,40,29,2/4/16,NA
35411,283367,WA817,216,5,24.5,45,29,2/5/16,NA
35412,283368,WA817,216,6,24.9,36,19,2/6/16,NA
35413,283369,WA817,216,7,25.1,40,18,2/7/16,NA
35414,283370,WA817,216,8,25.2,43,30,2/8/16,NA
35415,283371,WA817,216,9,25.2,54,30,2/9/16,NA
35416,283372,WA817,216,10,25.1,51,32,2/10/16,NA
35417,283373,WA817,216,11,25.2,42,31,2/11/16,NA
35418,283374,WA817,216,12,25.5,40,34,2/12/16,NA
35419,283375,WA817,216,13,25.7,38,31,2/13/16,NA
35420,283376,WA817,216,14,26,42,33,2/14/16,NA
35421,283377,WA817,216,15,26.2,40,34,2/15/16,NA
35422,283378,WA817,216,16,26.8,45,31,2/16/16,NA
35423,283379,WA817,216,17,26.5,41,34,2/17/16,NA
35424,283380,WA817,216,18,26.6,38,31,2/18/16,NA
35425,283381,WA817,216,19,26.6,35,30,2/19/16,NA
35426,283382,WA817,216,20,27,40,22,2/20/16,Yes
35427,283383,WA817,216,21,27.1,35,27,2/21/16,NA
35428,283384,WA817,216,22,27.5,42,18,2/22/16,NA
35429,283385,WA817,216,23,27.4,38,17,2/23/16,NA
35430,283386,WA817,216,24,27.4,48,28,2/24/16,NA
35431,283387,WA817,216,25,27.4,49,25,2/25/16,Yes
35432,283388,WA817,216,26,27.3,51,35,2/26/16,NA
35433,283389,WA817,216,27,27.3,47,30,2/27/16,Yes
35434,283390,WA817,216,28,27.1,38,30,2/28/16,NA
35435,283391,WA817,216,29,28.2,41,28,2/29/16,NA
40875,324255,WA899,1114,22,1.2,36,34,11/22/14,NA
40876,324256,WA899,1114,23,2.3,38,34,11/23/14,NA
40877,324257,WA899,1114,24,2.3,46,33,11/24/14,NA
40878,324258,WA899,1114,25,2.4,47,37,11/25/14,NA
40879,324259,WA899,1114,26,1.9,47,39,11/26/14,NA
40880,324260,WA899,1114,27,1.2,46,40,11/27/14,NA
40881,324261,WA899,1114,28,0.7,46,30,11/28/14,NA
40882,324262,WA899,1114,29,0.4,31,16,11/29/14,NA
40883,324263,WA899,1114,30,0.4,25,16,11/30/14,NA
40884,324264,WA899,1214,1,0.4,29,16,12/1/14,NA
40885,324265,WA899,1214,2,0.5,29,21,12/2/14,No
40886,324266,WA899,1214,3,0.6,34,25,12/3/14,NA
40887,324267,WA899,1214,4,0.7,34,30,12/4/14,NA
40888,324268,WA899,1214,5,0.7,36,31,12/5/14,NA
40889,324269,WA899,1214,6,0.8,37,33,12/6/14,NA
40890,324270,WA899,1214,7,0.8,41,34,12/7/14,NA
40891,324271,WA899,1214,8,0.8,39,36,12/8/14,NA
40892,324272,WA899,1214,9,0.7,46,36,12/9/14,NA
40893,324273,WA899,1214,10,0.4,48,36,12/10/14,NA
40901,324281,WA899,1214,18,0.1,36,33,12/18/14,NA
40902,324282,WA899,1214,19,0.6,37,33,12/19/14,NA
40903,324283,WA899,1214,20,0.7,46,34,12/20/14,NA
40904,324284,WA899,1214,21,1.6,44,38,12/21/14,NA
40905,324285,WA899,1214,22,1,40,32,12/22/14,NA
40906,324286,WA899,1214,23,0.8,44,33,12/23/14,NA
40907,324287,WA899,1214,24,0.8,34,33,12/24/14,NA
40908,324288,WA899,1214,25,1.3,35,32,12/25/14,NA
40909,324289,WA899,1214,26,1.4,35,29,12/26/14,NA
40910,324290,WA899,1214,27,1.4,36,32,12/27/14,Yes
40911,324291,WA899,1214,28,2.4,34,30,12/28/14,No
40912,324292,WA899,1214,29,2.9,31,20,12/29/14,NA
40913,324293,WA899,1214,30,2.7,24,16,12/30/14,NA
40914,324294,WA899,1214,31,2.6,26,15,12/31/14,NA
40915,324295,WA899,115,1,2.6,28,17,1/1/15,NA
40916,324296,WA899,115,2,2.7,35,20,1/2/15,NA
40917,324297,WA899,115,3,3.2,34,29,1/3/15,NA
40918,324298,WA899,115,4,3.2,42,30,1/4/15,NA
40919,324299,WA899,115,5,4.2,46,36,1/5/15,NA
40920,324300,WA899,115,6,3.6,39,35,1/6/15,NA
40921,324301,WA899,115,7,3.5,42,34,1/7/15,NA
40922,324302,WA899,115,8,3.5,46,34,1/8/15,NA
40923,324303,WA899,115,9,3.5,39,31,1/9/15,NA
40924,324304,WA899,115,10,3.4,38,34,1/10/15,NA
40925,324305,WA899,115,11,3.5,36,33,1/11/15,NA
40926,324306,WA899,115,12,3.4,39,30,1/12/15,NA
40927,324307,WA899,115,13,3.4,35,29,1/13/15,NA
40928,324308,WA899,115,14,3.2,33,29,1/14/15,NA
40929,324309,WA899,115,15,3.2,31,28,1/15/15,NA
40930,324310,WA899,115,16,4,36,29,1/16/15,NA
40931,324311,WA899,115,17,4.2,37,31,1/17/15,NA
40932,324312,WA899,115,18,4.6,42,34,1/18/15,NA
40933,324313,WA899,115,19,5,37,34,1/19/15,NA
40934,324314,WA899,115,20,5,38,32,1/20/15,NA
40935,324315,WA899,115,21,4.8,37,31,1/21/15,NA
40936,324316,WA899,115,22,4.8,37,34,1/22/15,NA
40937,324317,WA899,115,23,4.8,47,35,1/23/15,NA
40938,324318,WA899,115,24,4.8,45,37,1/24/15,Yes
40939,324319,WA899,115,25,4.3,44,36,1/25/15,NA
40940,324320,WA899,115,26,4.2,47,36,1/26/15,NA
