$ Get data for 711:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:32:43 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA711           Rainy Pass
WA711       1106  21     26.00
WA711       1106  22     26.00
WA711       1106  23     25.00
WA711       1106  24     22.00
WA711       1106  25     19.00
WA711       1106  26     19.00
WA711       1106  27     -4.00
WA711       1106  28    -11.00
WA711       1106  29     -7.00
WA711       1106  30      3.00
WA711       1206   1     17.00
WA711       1206   2     14.00
WA711       1206   3     16.00
WA711       1206   4     18.00
WA711       1206   5     25.00
WA711       1206   6     26.00
WA711       1206   7     26.00
WA711       1206   8     26.00
WA711       1206   9     25.00
WA711       1206  10     26.00
WA711       1206  11     28.00
WA711       1206  12     25.00
WA711       1206  13     27.00
WA711       1206  14     23.00
WA711       1206  15     17.00
WA711       1206  16     10.00
WA711       1206  17      9.00
WA711       1206  18     12.00
WA711       1206  19     16.00
WA711       1206  20     20.00
WA711       1206  21     20.00
WA711       1206  22     18.00
WA711       1206  23     19.00
WA711       1206  24     17.00
WA711       1206  25     20.00
WA711       1206  26     20.00
WA711       1206  27     19.00
WA711       1206  28     12.00
WA711       1206  29     15.00
WA711       1206  30     18.00
WA711       1206  31     19.00
WA711       0107   1     19.00
WA711       0107   2     32.00
WA711       0107   3     26.00
WA711       0107   4     19.00
WA711       0107   5     17.00
WA711       0107   6     22.00
WA711       0107   7     25.00
WA711       0107   8     22.00
WA711       0107   9     18.00
WA711       0107  10     12.00
WA711       0107  11     -1.00
WA711       0107  12      1.00
WA711       0107  13     10.00
WA711       0107  14      7.00
WA711       0107  15      5.00
WA711       0107  16      6.00
WA711       0107  17     17.00
WA711       0107  18     16.00
WA711       0107  19     21.00
WA711       0107  20     20.00
WA711       0107  21     20.00
WA711       0107  22     25.00
WA711       0107  23     31.00
WA711       0107  24     27.00
WA711       0107  25     24.00
WA711       0107  26     22.00
WA711       0107  27     19.00
WA711       0107  28     21.00
WA711       0107  29     23.00
WA711       0107  30     22.00
WA711       0107  31     16.00
WA711       0207   1     18.00
WA711       0207   2     18.00
WA711       0207   3     24.00
WA711       0207   4     28.00
WA711       0207   5     33.00
WA711       0207   6     32.00
WA711       0207   7     31.00
WA711       0207   8     31.00
WA711       0207   9     29.00
WA711       0207  10     29.00
WA711       0207  11     29.00
WA711       0207  12     24.00
WA711       0207  13     24.00
WA711       0207  14     24.00
WA711       0207  15     29.00
WA711       0207  16     29.00
WA711       0207  17     28.00
WA711       0207  18     26.00
WA711       0207  19     26.00
WA711       0207  20     20.00
WA711       0207  21     16.00
WA711       0207  22     16.00
WA711       0207  23     14.00
WA711       0207  24     13.00
WA711       0207  25     20.00
WA711       0207  26     15.00
WA711       0207  27     11.00
WA711       0207  28     15.00
WA711       0307   1      9.00
WA711       0307   2      9.00
WA711       0307   3     20.00
WA711       0307   4     27.00
WA711       0307   5     30.00
WA711       0307   6     32.00
WA711       0307   7     29.00
WA711       0307   8     28.00
WA711       0307   9     30.00
WA711       0307  10     32.00
WA711       0307  11     34.00
WA711       0307  12     27.00
WA711       0307  13     23.00
WA711       0307  14     17.00
WA711       0307  15     16.00
WA711       0307  16     27.00
WA711       0307  17     34.00
WA711       0307  18     32.00
WA711       0307  19     32.00
WA711       0307  20     22.00
WA711       0307  21     22.00
WA711       0307  22     29.00
WA711       0307  23     30.00
WA711       0307  24     33.00
WA711       0307  25     23.00
WA711       0307  26     21.00
WA711       0307  27     25.00
WA711       0307  28     21.00
WA711       0307  29     26.00
WA711       0307  30     30.00
WA711       0307  31     24.00
WA711       0407   1     20.00
WA711       0407   2     16.00
WA711       0407   3     15.00
WA711       0407   4     28.00
WA711       0407   5     31.00
WA711       0407   6     33.00
WA711       0407   7     35.00
WA711       0407   8     36.00
WA711       0407   9     27.00
WA711       0407  10     23.00
WA711       0407  11     21.00
WA711       0407  12     28.00
WA711       0407  13     31.00
WA711       0407  14     30.00
WA711       0407  15     27.00
WA711       0407  16     28.00
WA711       0407  17     29.00
WA711       0407  18     28.00
WA711       0407  19     27.00
WA711       0407  20     24.00
WA711       0407  21     28.00
WA711       0407  22     34.00
WA711       0407  23     32.00
WA711       0407  24     35.00
WA711       0407  25     33.00
WA711       0407  26     33.00
WA711       0407  27     34.00
WA711       0407  28     31.00
WA711       0407  29     30.00
WA711       0407  30     29.00
WA711       0507   1     34.00
WA711       0507   2     31.00
WA711       0507   3     29.00
WA711       0507   4     29.00
WA711       0507   5     31.00
WA711       0507   6     31.00
WA711       0507   7     37.00
WA711       0507   8     33.00
WA711       0507   9     31.00
WA711       0507  10     31.00
WA711       0507  11     33.00
WA711       0507  12     35.00
WA711       0507  13     33.00
WA711       0507  14     31.00
WA711       0507  15     36.00
WA711       0507  16     38.00
WA711       0507  17     35.00
WA711       0507  18     33.00
WA711       0507  19     33.00
WA711       0507  20     31.00
WA711       0507  21     32.00
WA711       0507  22     34.00
WA711       0507  23     34.00
WA711       0507  24     33.00
WA711       0507  25     35.00
WA711       0507  26     39.00
WA711       0507  27     34.00
WA711       0507  28     33.00
WA711       0507  29     36.00
WA711       0507  30     39.00
WA711       0507  31     41.00
WA711       0607   1     42.00
WA711       0607   2     45.00
WA711       0607   3     47.00
WA711       0607   4     45.00
WA711       0607   5     35.00
WA711       0607   6     34.00
WA711       0607   7     35.00
WA711       0607   8     37.00
WA711       0607   9     40.00
WA711       0607  10     36.00
WA711       0607  11     34.00
WA711       0607  12     35.00
WA711       0607  13     37.00
WA711       0607  14     36.00
WA711       0607  15     40.00
WA711       0607  16     37.00
WA711       0607  17     37.00
WA711       0607  18     36.00
WA711       0607  19     35.00
WA711       0607  20     43.00
WA711       0607  21     40.00
WA711       0607  22     39.00
WA711       0607  23     38.00
WA711       0607  24     35.00
WA711       0607  25     34.00
WA711       0607  26     36.00
WA711       0607  27     45.00
WA711       0607  28     43.00
WA711       0607  29     39.00
WA711       0607  30     39.00
WA711       0707   1     41.00
WA711       0707   2     44.00
WA711       0707   3     45.00
WA711       0707   4     49.00
WA711       0707   5     54.00
WA711       0707   6     49.00
WA711       0707   7     44.00
WA711       0707   8     44.00
WA711       0707   9     45.00
WA711       0707  10     48.00
WA711       0707  11     55.00
WA711       0707  12     57.00
WA711       0707  13     56.00
WA711       0707  14     54.00
WA711       0707  15     52.00
WA711       0707  16     49.00
WA711       0707  17     51.00
WA711       0707  18     50.00
WA711       0707  19     44.00
WA711       0707  20     43.00
WA711       0707  21     46.00
WA711       0707  22     51.00
WA711       0707  23     51.00
WA711       0707  24     47.00
WA711       0707  25     45.00
WA711       0707  26     51.00
WA711       0707  27     51.00
WA711       0707  28     48.00
WA711       0707  29     46.00
WA711       0707  30     42.00
WA711       0707  31     44.00
WA711       0807   1     48.00
WA711       0807   2     50.00
WA711       0807   3     46.00
WA711       0807   4     46.00
WA711       0807   5     45.00
WA711       0807   6     47.00
WA711       0807   7     47.00
WA711       0807   8     43.00
WA711       0807   9     42.00
WA711       0807  10     39.00
WA711       0807  11     41.00
WA711       0807  12     42.00
WA711       0807  13     41.00
WA711       0807  14     46.00
WA711       0807  15     51.00
WA711       0807  16     46.00
WA711       0807  17     45.00
WA711       0807  18     43.00
WA711       0807  19     43.00
WA711       0807  20     42.00
WA711       0807  21     43.00
WA711       0807  22     45.00
WA711       0807  23     46.00
WA711       0807  24     46.00
WA711       0807  25     45.00
WA711       0807  26     39.00
WA711       0807  27     36.00
WA711       0807  28     40.00
WA711       0807  29     46.00
WA711       0807  30     50.00
WA711       0807  31     45.00
WA711       0907   1     40.00
WA711       0907   2     44.00
WA711       0907   3     47.00
WA711       0907   4     46.00
WA711       0907   5     47.00
WA711       0907   6     42.00
WA711       0907   7     39.00
WA711       0907   8     36.00
WA711       0907   9     39.00
WA711       0907  10     47.00
WA711       0907  11     49.00
WA711       0907  12     49.00
WA711       0907  13     45.00
WA711       0907  14     46.00
WA711       0907  15     45.00
WA711       0907  16     42.00
WA711       0907  17     40.00
WA711       0907  18     35.00
WA711       0907  19     35.00
WA711       0907  20     36.00
WA711       0907  21     34.00
WA711       0907  22     35.00
WA711       0907  23     35.00
WA711       0907  24     34.00
WA711       0907  25     38.00
WA711       0907  26     38.00
WA711       0907  27     40.00
WA711       0907  28     32.00
WA711       0907  29   -999.00
WA711       0907  30     34.00
WA711       1007   1     34.00
WA711       1007   2     34.00
WA711       1007   3     32.00
WA711       1007   4     30.00
WA711       1007   5     30.00
WA711       1007   6     32.00
WA711       1007   7     35.00
WA711       1007   8     32.00
WA711       1007   9     38.00
WA711       1007  10     37.00
WA711       1007  11     34.00
WA711       1007  12     34.00
WA711       1007  13     33.00
WA711       1007  14     36.00
WA711       1007  15     38.00
WA711       1007  16     33.00
WA711       1007  17     29.00
WA711       1007  18     31.00
WA711       1007  19     31.00
WA711       1007  20     31.00
WA711       1007  21     30.00
WA711       1007  22     33.00
WA711       1007  23     38.00
WA711       1007  24     32.00
WA711       1007  25     27.00
WA711       1007  26     26.00
WA711       1007  27     28.00
WA711       1007  28     34.00
WA711       1007  29     31.00
WA711       1007  30     27.00
WA711       1007  31     29.00
WA711       1107   1     26.00
WA711       1107   2     25.00
WA711       1107   3     31.00
WA711       1107   4     30.00
WA711       1107   5     29.00
WA711       1107   6     32.00
WA711       1107   7     36.00
WA711       1107   8     37.00
WA711       1107   9     32.00
WA711       1107  10     26.00
WA711       1107  11     26.00
WA711       1107  12     28.00
WA711       1107  13     20.00
WA711       1107  14     20.00
WA711       1107  15     26.00
WA711       1107  16     30.00
WA711       1107  17     27.00
WA711       1107  18     23.00
WA711       1107  19     19.00
WA711       1107  20     17.00
WA711       1107  21     15.00
WA711       1107  22     16.00
WA711       1107  23     16.00
WA711       1107  24     16.00
WA711       1107  25     16.00
WA711       1107  26     16.00
WA711       1107  27     17.00
WA711       1107  28     16.00
WA711       1107  29     18.00
WA711       1107  30     17.00
WA711       1207   1     13.00
WA711       1207   2     13.00
WA711       1207   3     27.00
WA711       1207   4     34.00
WA711       1207   5     23.00
WA711       1207   6     19.00
WA711       1207   7     15.00
WA711       1207   8      9.00
WA711       1207   9     17.00
WA711       1207  10     15.00
WA711       1207  11     18.00
WA711       1207  12     22.00
WA711       1207  13     22.00
WA711       1207  14     21.00
